City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Port Hedland,AU,-20.3167,118.5667,93.25,59,58,11.5,broken clouds
349,Gondanglegi,ID,-7.7479,112.0132,86.18,69,81,6.78,broken clouds
350,Narsaq,GL,60.9167,-46.05,26.82,95,100,9.42,snow
351,Kemijarvi,FI,66.7131,27.4306,10.17,97,67,4.99,broken clouds
352,Richards Bay,ZA,-28.783,32.0377,72.05,93,42,3.47,scattered clouds
353,Flin Flon,CA,54.7682,-101.865,7.75,85,100,14.7,light snow
354,Ikalamavony,MG,-21.15,46.5833,62.15,91,25,4.61,scattered clouds
355,Verkhnyaya Toyma,RU,62.2349,44.9985,12.88,98,100,1.66,overcast clouds
356,Vizinga,RU,61.0749,50.1031,9.61,94,100,6.91,overcast clouds
357,Georgetown,MY,5.4112,100.3354,84.15,74,20,3.44,haze
358,Jeremoabo,BR,-10.075,-38.4808,71.28,96,98,7.2,overcast clouds
359,Rocha,UY,-34.4833,-54.3333,72.28,95,100,5.03,overcast clouds
360,Prince Rupert,CA,54.3161,-130.3201,40.69,93,75,2.3,broken clouds
361,Fare,PF,-16.7,-151.0167,80.96,77,80,14.52,light rain
362,Eureka,US,40.8021,-124.1637,45.19,92,5,1.99,clear sky
363,Outram,MY,1.2829,103.8379,86.79,66,75,6.91,broken clouds
364,Aksarka,RU,66.5606,67.7975,13.08,94,100,12.8,overcast clouds
365,Gazanjyk,TM,39.2446,55.5154,38.61,60,100,11.01,overcast clouds
366,Sun City West,US,33.662,-112.3413,60.8,39,0,1.01,clear sky
367,Urumqi,CN,43.801,87.6005,4.15,85,75,2.24,mist
368,Salta,AR,-24.7859,-65.4117,70.57,91,75,1.99,broken clouds
369,Phuket,TH,8.0,98.25,84.42,70,20,9.22,few clouds
370,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.19,90,24,2.21,few clouds
371,Maniitsoq,GL,65.4167,-52.9,17.87,93,100,14.65,snow
372,Miranda,CO,3.2499,-76.2281,68.13,93,100,2.71,overcast clouds
373,Sainte-Martine,CA,45.2501,-73.7992,10.71,72,46,6.91,scattered clouds
374,Chapleau,CA,47.8405,-83.4034,-23.17,100,97,1.54,overcast clouds
375,Lucapa,AO,-8.4192,20.7447,65.3,98,100,4.65,light rain
376,Lagoa,PT,39.05,-27.9833,58.53,83,100,7.9,overcast clouds
377,Hauge,NO,58.3436,6.2812,44.96,89,99,22.79,overcast clouds
378,Otradnoye,RU,59.7775,30.8181,15.85,100,87,2.98,overcast clouds
379,Rosario Oeste,BR,-14.8361,-56.4275,76.15,82,95,3.65,light rain
380,Trinidad,BO,-14.8333,-64.9,76.37,85,62,3.83,broken clouds
381,Steinbach,DE,50.1667,8.5667,35.19,93,75,5.75,light intensity drizzle
382,Ahlat,TR,38.7518,42.4814,18.46,93,93,4.38,overcast clouds
383,Haines Junction,CA,60.7522,-137.5108,21.15,73,62,3.44,broken clouds
384,Ajaccio,FR,42.0,8.9167,40.98,76,100,9.22,overcast clouds
385,Sa Kaeo,TH,13.75,102.3333,86.65,39,62,1.57,broken clouds
386,Ostrovnoy,RU,68.0531,39.5131,16.9,86,23,18.37,few clouds
387,Mandali,IQ,33.7499,45.5541,47.52,47,0,1.34,clear sky
388,Bengkulu,ID,-3.8004,102.2655,80.49,74,98,2.8,overcast clouds
389,Russell,US,32.3502,-85.1999,49.28,93,0,0.0,clear sky
390,Qui Nhon,VN,13.7667,109.2333,76.82,79,66,7.78,broken clouds
391,Bonnyville,CA,54.2668,-110.735,38.03,81,68,20.33,broken clouds
392,Mitsamiouli,KM,-11.3847,43.2844,80.89,74,75,6.91,broken clouds
393,Magistralnyy,RU,56.1725,107.4458,-6.12,95,90,2.59,overcast clouds
394,Tvoroyri,FO,61.5556,-6.8111,42.19,73,18,44.52,few clouds
395,Valdivia,CL,-39.8142,-73.2459,53.69,79,31,2.84,scattered clouds
396,Amiens,FR,49.9,2.3,36.45,95,7,5.23,clear sky
397,Basoko,CD,1.2391,23.616,72.1,75,100,1.95,overcast clouds
398,Lima,PE,-12.0432,-77.0282,71.85,73,0,13.8,clear sky
399,Omsukchan,RU,62.5333,155.8,-25.71,98,99,3.15,overcast clouds
400,Okhotsk,RU,59.3833,143.3,-2.24,92,100,8.16,overcast clouds
401,Hurghada,EG,27.2574,33.8129,51.37,41,0,13.73,clear sky
402,Gizo,SB,-8.103,156.8419,84.31,73,100,8.86,overcast clouds
403,Mehamn,NO,71.0357,27.8492,30.52,66,100,24.32,light snow
404,Orange,US,33.7,-117.7675,64.53,82,0,0.0,clear sky
405,Villa Rica,US,33.7321,-84.9191,47.8,79,27,9.17,scattered clouds
406,Ola,RU,59.5833,151.2833,-2.87,79,100,8.72,overcast clouds
407,Zhuhai,CN,22.2769,113.5678,69.98,77,40,6.91,scattered clouds
408,Faanui,PF,-16.4833,-151.75,81.07,75,79,12.91,light rain
409,Bataipora,BR,-22.2953,-53.2711,75.45,83,99,3.8,overcast clouds
410,Kirkland Lake,CA,48.1446,-80.0377,-30.17,75,86,3.22,overcast clouds
411,Olavarria,AR,-36.8927,-60.3225,69.78,94,0,8.32,clear sky
412,Roma,US,43.2128,-75.4557,17.85,79,100,5.75,overcast clouds
413,Todos Santos,MX,23.45,-110.2167,68.0,59,100,2.95,overcast clouds
414,Parkersburg,US,39.2667,-81.5615,23.13,76,0,0.0,clear sky
415,El Alto,PE,-4.2714,-81.2147,70.38,82,98,7.78,light rain
416,Pangnirtung,CA,66.1451,-65.7125,-11.58,99,100,2.39,overcast clouds
417,Semnan,IR,35.5729,53.3971,35.91,39,0,0.74,clear sky
418,Riohacha,CO,11.5444,-72.9072,75.45,80,98,10.65,overcast clouds
419,Varhaug,NO,58.6147,5.6457,45.95,87,82,22.32,broken clouds
420,Kabompo,ZM,-13.5927,24.2008,63.3,95,100,1.32,light rain
421,Xunchang,CN,28.4543,104.715,46.24,92,100,2.55,overcast clouds
422,Sergeyevka,KZ,53.88,67.4158,0.9,93,99,7.43,overcast clouds
423,Fort-Shevchenko,KZ,44.5086,50.263,34.56,79,100,7.43,overcast clouds
424,Hoima,UG,1.4356,31.3436,65.84,49,95,1.74,overcast clouds
425,Melur,IN,10.05,78.3333,80.42,74,91,5.37,overcast clouds
426,Marzuq,YE,14.4,46.4667,54.64,37,0,2.48,clear sky
427,Mo I Rana,NO,66.3128,14.1428,28.74,96,100,3.71,light snow
428,Malatya,TR,38.5,38.0,21.25,93,100,3.44,light snow
429,Tsiroanomandidy,MG,-18.7667,46.0333,64.99,94,100,1.1,overcast clouds
430,Kenai,US,60.5544,-151.2583,21.25,93,0,5.75,clear sky
431,Kholodnyy,RU,62.7167,147.95,-13.76,95,100,2.01,overcast clouds
432,Lata,PT,40.1629,-8.3327,43.05,84,4,5.17,clear sky
433,Tairua,NZ,-37.0167,175.85,78.26,64,70,14.25,broken clouds
434,Ouesso,CG,1.6136,16.0517,68.74,44,88,1.03,overcast clouds
435,Yantal,RU,56.8471,105.2542,-0.35,95,87,2.89,overcast clouds
436,Odweyne,SO,9.4092,45.064,56.01,44,2,8.97,clear sky
437,Xingyi,CN,24.1877,102.817,58.26,57,6,15.23,clear sky
438,Kochi,IN,9.9399,76.2602,75.18,79,87,7.14,overcast clouds
439,Malibu,US,34.005,-118.8101,61.36,72,0,2.17,clear sky
440,Mamakan,RU,57.8161,114.0028,-10.61,95,97,0.92,overcast clouds
441,Tirlyanskiy,RU,54.2109,58.5806,3.79,92,66,3.2,broken clouds
442,Mangaratiba,BR,-22.9597,-44.0406,77.04,85,3,4.7,clear sky
443,Isperih,BG,43.7167,26.8333,25.0,60,99,12.06,overcast clouds
444,Safranbolu,TR,41.2508,32.6942,15.53,96,94,1.05,overcast clouds
445,Aswan,EG,24.0934,32.907,45.25,34,0,8.95,clear sky
446,Wattegama,LK,6.7989,81.4808,76.12,72,95,4.5,overcast clouds
447,Jertih,MY,5.7336,102.4897,84.07,62,77,4.23,broken clouds
448,Nikki,BJ,9.9401,3.2108,67.44,18,11,6.17,few clouds
449,Gemena,CD,3.25,19.7667,70.95,39,82,2.1,broken clouds
450,Ulladulla,AU,-35.35,150.4667,83.77,68,100,8.81,overcast clouds
451,Banyuwangi,ID,-8.2325,114.3576,88.81,59,62,2.01,broken clouds
452,Hit,IQ,33.6416,42.8251,47.44,52,2,7.14,clear sky
453,Kangaatsiaq,GL,68.3065,-53.4641,6.26,77,100,14.74,overcast clouds
454,Diamantino,BR,-14.4086,-56.4461,75.67,85,95,4.27,overcast clouds
455,Bereda,ES,43.2686,-7.5406,34.57,99,18,0.94,few clouds
456,Binga,ZW,-17.6203,27.3414,69.22,95,100,11.01,moderate rain
457,Kamwenge,UG,0.1866,30.4539,61.57,73,100,0.94,overcast clouds
458,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.38,89,1,13.09,clear sky
459,Tambura,SS,5.6,27.4667,70.16,27,100,4.16,overcast clouds
460,Shimoda,JP,34.6667,138.95,51.91,70,90,4.97,overcast clouds
461,Guider,CM,9.9342,13.9486,67.84,22,59,7.49,broken clouds
462,Krasnoselkup,RU,65.7,82.4667,-12.84,98,44,12.59,scattered clouds
463,Requena,ES,39.4883,-1.1004,38.88,88,68,5.64,broken clouds
464,Batagay,RU,67.6333,134.6333,-19.21,98,98,3.87,overcast clouds
465,Opuwo,NA,-18.0607,13.84,70.27,69,18,5.26,few clouds
466,Akyab,MM,20.15,92.9,73.44,66,70,5.57,broken clouds
467,Port Shepstone,ZA,-30.7414,30.455,75.04,79,96,4.68,overcast clouds
468,Cabul-An,PH,10.15,124.05,86.09,74,75,9.22,broken clouds
469,Nome,US,64.5011,-165.4064,-12.93,77,0,3.44,clear sky
470,Quatre Cocos,MU,-20.2078,57.7625,79.09,69,17,14.74,few clouds
471,Ryotsu,JP,38.0833,138.4333,42.76,75,99,6.89,overcast clouds
472,Ruwi,OM,23.5996,58.5507,60.49,65,0,4.18,clear sky
473,La Libertad,EC,-2.2333,-80.9,74.43,85,100,6.29,overcast clouds
474,Salinopolis,BR,-0.6136,-47.3561,78.6,82,68,9.73,broken clouds
475,Tanout,NE,14.9709,8.8879,54.16,23,0,17.16,clear sky
476,Hualmay,PE,-11.0964,-77.6139,70.65,85,17,7.18,few clouds
477,Nueva Loja,EC,0.0847,-76.8828,71.35,98,100,2.08,overcast clouds
478,Idritsa,RU,56.3316,28.8988,20.52,96,100,5.7,overcast clouds
479,Olinda,BR,-8.0089,-34.8553,80.33,78,75,6.91,broken clouds
480,Takoradi,GH,4.8845,-1.7554,76.78,86,5,2.71,clear sky
481,Catalao,BR,-18.1658,-47.9464,68.4,89,71,1.95,broken clouds
482,Savannah Bight,HN,16.45,-85.85,79.0,81,0,27.25,clear sky
483,Sobolevo,RU,54.4299,31.8996,22.86,88,97,9.06,overcast clouds
484,Lexington,US,37.9887,-84.4777,23.99,66,0,1.01,clear sky
485,Sinnamary,GF,5.3833,-52.95,75.85,87,61,8.66,broken clouds
486,Gravdal,NO,68.1214,13.5031,35.19,99,100,20.56,snow
487,Nichinan,JP,31.6,131.3667,60.48,52,1,5.32,clear sky
488,Sechura,PE,-5.5569,-80.8222,73.42,73,75,9.82,broken clouds
489,Cortes,ES,41.9395,-1.4396,35.6,83,0,1.95,clear sky
490,Muros,ES,42.7762,-9.0603,37.9,74,2,7.34,clear sky
491,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,94,40,6.29,scattered clouds
492,Boueni,YT,-12.9025,45.0761,78.78,76,98,5.23,moderate rain
493,Mana,GF,5.6592,-53.7767,76.12,85,67,8.68,broken clouds
494,Maraa,BR,-1.8333,-65.3667,73.44,99,100,2.24,moderate rain
495,Ondjiva,AO,-17.0667,15.7333,70.03,48,97,3.89,overcast clouds
496,Palmas,BR,-10.2128,-48.3603,73.27,94,40,1.14,scattered clouds
497,Ciudad Bolivar,VE,8.1222,-63.5497,77.14,71,100,14.5,overcast clouds
498,Asau,RO,46.4333,26.4,24.28,77,96,7.87,light snow
499,Carayao,PY,-25.1833,-56.4,80.28,70,82,5.17,broken clouds
500,Sola,VU,-13.8833,167.55,81.82,80,98,15.08,overcast clouds
501,Khani,GE,41.9563,42.9566,33.37,84,100,5.86,overcast clouds
502,Fort Nelson,CA,58.8053,-122.7002,40.59,60,100,12.66,overcast clouds
503,Oriximina,BR,-1.7656,-55.8661,78.22,76,100,2.53,overcast clouds
504,Usak,TR,38.5,29.4167,18.86,87,100,7.99,overcast clouds
505,Auki,SB,-8.7676,160.7034,81.23,85,100,5.57,overcast clouds
506,Taoudenni,ML,22.6783,-3.9836,68.7,20,100,8.34,overcast clouds
507,Kasongo-Lunda,CD,-6.4667,16.8167,70.29,98,100,1.52,light rain
508,Kosh-Agach,RU,50.0,88.6667,-22.63,95,100,1.3,overcast clouds
509,Sibolga,ID,1.7427,98.7792,76.96,87,100,1.43,overcast clouds
510,Benjamin Constant,BR,-4.3831,-70.0311,73.53,100,100,2.01,overcast clouds
511,Yunyang,CN,33.4474,112.7142,35.47,90,100,10.56,light rain
512,Atar,MR,20.5169,-13.0499,66.0,42,28,8.55,scattered clouds
513,Camana,PE,-16.6228,-72.7111,71.4,84,95,5.75,overcast clouds
514,Olga,RU,43.7444,135.2892,27.84,39,69,3.44,broken clouds
515,Yulara,AU,-25.2406,130.9889,96.64,32,100,10.36,overcast clouds
516,Kiama,AU,-34.6833,150.8667,80.08,68,99,9.17,overcast clouds
517,Kudahuvadhoo,MV,2.6708,72.8944,79.79,66,95,10.69,overcast clouds
518,Snezhnogorsk,RU,69.1933,33.2531,17.38,84,20,20.62,few clouds
519,Kashmor,PK,28.4333,69.5833,53.55,27,0,7.45,clear sky
520,Khandyga,RU,62.6667,135.6,-23.64,95,100,1.88,overcast clouds
521,Kahului,US,20.8947,-156.47,77.02,71,20,18.41,few clouds
522,Codajas,BR,-3.8367,-62.0569,74.48,97,100,1.83,overcast clouds
523,Gamba,GA,-2.65,10.0,74.28,90,92,3.78,overcast clouds
524,Bella Union,UY,-30.2752,-57.6007,76.75,87,100,8.52,overcast clouds
525,Nur,PL,52.6683,22.3221,35.78,98,100,6.62,overcast clouds
526,Verkhnevilyuysk,RU,63.4453,120.3167,-11.09,95,80,5.82,broken clouds
527,Dakar,SN,14.6937,-17.4441,79.68,73,0,13.8,clear sky
528,Naze,JP,28.3667,129.4833,63.52,63,43,11.36,scattered clouds
529,Mandera,KE,3.9366,41.867,72.55,29,0,8.7,clear sky
530,Brae,GB,60.3964,-1.353,42.71,74,77,33.4,broken clouds
531,Bambanglipuro,ID,-7.95,110.2833,85.75,68,100,6.67,overcast clouds
532,Sovetskiy,RU,61.3614,63.5842,8.47,92,100,5.55,overcast clouds
533,Kidal,ML,18.4411,1.4078,59.76,20,88,11.63,overcast clouds
534,Andros Town,BS,24.7,-77.7667,64.36,63,63,7.34,broken clouds
535,Panjab,AF,34.388,67.0233,-12.15,75,5,6.04,clear sky
536,Qingdao,CN,36.0986,120.3719,35.2,75,3,6.71,mist
537,Lahaina,US,20.8783,-156.6825,77.0,78,92,7.63,overcast clouds
538,Rudkobing,DK,54.9364,10.7102,40.98,88,100,18.16,overcast clouds
539,Puerto Leguizamo,CO,-0.1934,-74.7819,72.12,99,100,2.15,overcast clouds
540,Hirado,JP,33.3597,129.5531,52.95,64,5,11.86,clear sky
541,Gazojak,TM,41.1875,61.4036,24.4,78,3,6.58,clear sky
542,Labuhan,ID,-6.8844,112.2051,84.78,73,98,15.88,moderate rain
543,Nishihara,JP,26.1842,127.7558,69.46,60,40,6.91,scattered clouds
544,Williams Lake,CA,52.1415,-122.1445,27.97,91,40,2.3,scattered clouds
545,Ballina,AU,-28.8667,153.5667,75.24,84,100,5.75,overcast clouds
546,Raudeberg,NO,61.9875,5.1352,39.87,92,99,7.0,overcast clouds
547,Nyurba,RU,63.2842,118.3319,-11.16,96,100,5.77,overcast clouds
548,Gualeguaychu,AR,-33.0094,-58.5172,75.04,96,100,3.58,light rain
549,Chateaubelair,VC,13.2833,-61.25,75.81,78,18,13.98,few clouds
550,Malanje,AO,-9.5402,16.341,64.13,99,100,3.94,moderate rain
551,Benjamin Hill,MX,30.1667,-111.1,57.16,30,4,5.3,clear sky
552,Kaka,TM,37.3482,59.6143,38.41,44,79,6.26,broken clouds
553,Itaituba,BR,-4.2761,-55.9836,73.51,93,100,1.57,overcast clouds
554,Cayenne,GF,4.9333,-52.3333,75.24,94,0,0.0,clear sky
555,Bukachacha,RU,52.9833,116.9167,2.57,76,55,2.39,broken clouds
556,Uglich,RU,57.5275,38.3317,18.95,97,98,4.54,overcast clouds
557,Tongchuan,CN,35.0806,109.0897,34.27,84,100,6.22,light snow
558,Victor Harbor,AU,-35.5667,138.6167,92.46,74,3,4.0,clear sky
559,Tukan,RU,53.8409,57.4552,-0.47,98,72,3.51,broken clouds
560,Chapais,CA,49.7834,-74.8492,-25.82,99,96,3.87,overcast clouds
561,Balkanabat,TM,39.5108,54.3671,42.46,44,100,4.68,overcast clouds
562,Umm Lajj,SA,25.0213,37.2685,61.07,61,0,12.37,clear sky
563,Ternate,ID,0.8,127.4,85.77,67,65,3.47,broken clouds
564,Cache Creek,CA,50.8101,-121.3246,28.9,97,100,2.17,overcast clouds
565,Hokitika,NZ,-42.7167,170.9667,65.35,65,6,15.1,clear sky
566,Santa Fe,AR,-31.6333,-60.7,78.01,93,100,1.99,light rain
567,Kannur,IN,11.8675,75.3576,73.0,72,7,5.01,moderate rain
568,Komsomolskiy,UZ,40.4272,71.7189,27.82,86,40,4.61,mist
569,Caravelas,BR,-17.7125,-39.2481,75.0,90,100,8.81,light rain
570,Ankazoabo,MG,-22.2833,44.5167,69.31,73,48,3.8,scattered clouds
571,Bilibino,RU,68.0546,166.4372,-38.52,96,43,3.15,scattered clouds
572,Augusto Correa,BR,-1.0217,-46.635,75.47,91,85,3.6,overcast clouds
573,Necochea,AR,-38.5473,-58.7368,72.03,87,82,3.11,moderate rain
574,Lososina,RU,48.9975,140.3106,15.1,70,98,4.59,overcast clouds
575,Kibara,TZ,-2.15,33.45,68.97,81,62,4.81,light rain
576,Kalnciems,LV,56.8011,23.6097,23.05,96,63,2.44,broken clouds
577,Raton,US,36.9034,-104.4391,24.06,67,100,12.66,overcast clouds
578,Shelburne,CA,44.0787,-80.2041,7.25,78,77,0.76,broken clouds
579,Churapcha,RU,62.0025,132.4325,-17.68,94,100,3.13,overcast clouds
580,Ginda,IN,30.6945,78.4932,38.46,42,98,3.2,overcast clouds
581,Anadyr,RU,64.75,177.4833,-19.7,76,20,4.47,few clouds
582,Birin,NP,26.8865,88.0718,47.73,69,12,2.64,few clouds
583,Havre-Saint-Pierre,CA,50.2334,-63.5986,14.59,85,100,10.36,overcast clouds
584,Traralgon,AU,-38.1833,146.5333,93.85,31,5,7.18,clear sky
585,Ornskoldsvik,SE,63.2909,18.7153,14.95,100,20,2.3,few clouds
586,Praya,CV,14.9215,-23.5087,72.14,68,0,14.97,clear sky
587,La Orilla,MX,17.9833,-102.2333,75.04,76,0,5.61,clear sky
588,Deputatskiy,RU,69.3,139.9,-31.02,99,35,5.41,scattered clouds
589,Birao,CF,10.2849,22.7882,66.85,23,66,7.94,broken clouds
590,Sampit,ID,-2.5333,112.95,77.72,91,100,1.34,overcast clouds
591,Dunedin,NZ,-45.8742,170.5036,55.8,93,100,8.99,overcast clouds
592,Inta,RU,66.0317,60.1659,18.59,84,100,21.09,overcast clouds
593,Skjervoy,NO,70.0311,20.9714,31.24,79,100,17.87,light snow
594,Hargeysa,SO,9.56,44.065,52.09,90,2,10.13,clear sky
595,Talas,TR,38.6908,35.5538,18.27,93,100,6.91,mist
596,Brawley,US,32.9787,-115.5303,66.09,36,0,0.0,clear sky
597,Kismayo,SO,-0.3582,42.5454,77.27,77,54,18.32,broken clouds
598,Champerico,GT,14.3,-91.9167,82.35,68,0,8.08,clear sky
599,Piacabucu,BR,-10.4056,-36.4344,79.47,79,95,10.45,overcast clouds
600,Forssa,FI,60.8146,23.6215,24.48,95,61,5.37,broken clouds
601,Gua Musang,MY,4.8823,101.9644,81.01,67,86,1.72,overcast clouds
602,Genhe,CN,50.7833,121.5167,3.85,81,64,1.97,broken clouds
603,Kayerkan,RU,69.3497,87.7602,0.52,84,64,13.33,broken clouds
604,Manama,BH,26.2154,50.5832,60.35,93,0,2.3,clear sky
605,Nkhotakota,MW,-12.9274,34.2961,71.49,90,100,5.77,moderate rain
606,Kousseri,CM,12.0769,15.0306,64.36,22,9,10.36,dust
607,Singapore,SG,1.2897,103.8501,86.81,66,75,6.91,broken clouds
608,Krasnouralsk,RU,58.3638,60.0407,4.98,89,16,6.13,few clouds
609,Burkburnett,US,34.0979,-98.5706,37.18,42,0,5.01,clear sky
610,Basco,PH,20.4487,121.9702,75.33,76,97,23.94,overcast clouds
611,Conde,BR,-7.2597,-34.9075,78.26,83,20,4.61,few clouds
612,Zverinogolovskoye,RU,54.4586,64.8542,-4.14,98,11,5.1,few clouds
613,La Cruz,MX,23.9167,-106.9,61.65,63,95,4.63,overcast clouds
614,Manzhouli,CN,49.6,117.4333,3.13,90,56,6.49,broken clouds
615,Ruteng,ID,-8.6136,120.4721,72.55,74,100,3.85,overcast clouds
616,Isabela,PH,6.7085,121.9711,77.05,77,100,10.18,overcast clouds
617,Bondoukou,CI,8.0333,-2.8,70.56,18,3,5.64,clear sky
618,Ibra,OM,22.6906,58.5334,59.72,67,4,2.93,clear sky
619,Newton,US,42.337,-71.2092,30.83,57,0,1.99,clear sky
620,Bagua Grande,PE,-5.7561,-78.4411,77.2,82,100,1.52,light rain
621,Kembe,CF,4.6228,21.8865,68.83,35,91,2.59,overcast clouds
622,Turukhansk,RU,65.8167,87.9833,-16.82,100,93,6.64,overcast clouds
623,Pemangkat,ID,1.1667,108.9667,82.6,73,24,8.77,few clouds
624,Vestmannaeyjar,IS,63.4427,-20.2734,36.07,65,100,6.87,overcast clouds
625,Itoman,JP,26.1247,127.6694,70.18,60,40,6.91,scattered clouds
626,Miquelon,PM,47.0975,-56.3814,34.14,83,100,29.89,overcast clouds
627,Mundo Nuevo,MX,18.7,-95.5,72.86,90,80,14.97,broken clouds
628,Lake City,US,30.1897,-82.6393,50.79,87,75,4.61,moderate rain
629,Bagabag,PH,16.6068,121.2542,73.87,87,100,1.74,overcast clouds
630,Ozieri,IT,40.586,9.0012,36.84,89,0,2.73,clear sky
631,Novikovo,RU,51.1537,37.8879,9.73,97,100,3.96,overcast clouds
632,Mawlaik,MM,23.6333,94.4167,65.37,65,25,2.82,scattered clouds
633,Suntar,RU,62.1444,117.6319,-8.37,96,68,6.02,broken clouds
634,Namibe,AO,-15.1961,12.1522,75.47,84,97,5.59,overcast clouds
635,Shimanovsk,RU,52.0,127.7,4.51,84,29,5.7,scattered clouds
636,Wagar,SD,16.1525,36.2032,66.04,85,13,10.85,few clouds
637,Beloha,MG,-25.1667,45.05,67.21,71,0,8.63,clear sky
638,Laem Sing,TH,12.4816,102.0738,91.94,93,68,0.69,broken clouds
639,Haukipudas,FI,65.1765,25.3523,19.45,97,80,8.28,broken clouds
640,Remerschen,LU,49.4886,6.3517,34.34,100,100,3.44,fog
641,Amapa,BR,1.0,-52.0,70.43,99,36,1.61,scattered clouds
642,Ebebiyin,GQ,2.1511,11.3353,67.19,99,92,1.12,overcast clouds
643,Gilgit,PK,35.9221,74.3087,20.55,75,65,4.27,broken clouds
644,Lewiston,US,44.1003,-70.2148,24.48,79,0,0.0,clear sky
645,Bubaque,GW,11.2833,-15.8333,79.57,60,91,9.98,overcast clouds
646,Novobirilyussy,RU,56.9514,90.6661,12.24,95,100,5.41,light snow
647,Adrar,MR,20.5022,-10.0711,64.47,17,100,4.45,overcast clouds
648,Tigil,RU,57.8,158.6667,-2.09,91,100,2.93,overcast clouds
649,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,66,75,4.0,broken clouds
650,Tabou,CI,4.423,-7.3528,76.78,86,3,4.76,clear sky
651,Ati,TD,13.2154,18.3353,62.67,23,50,13.71,scattered clouds
652,Aykhal,RU,66.0,111.5,0.41,83,100,4.5,overcast clouds
653,Preobrazheniye,RU,42.9019,133.9064,29.44,45,95,3.22,overcast clouds
654,Batemans Bay,AU,-35.7167,150.1833,87.19,68,100,7.65,overcast clouds
655,Ko Samui,TH,9.5357,99.9357,84.11,79,20,12.66,few clouds
656,Margate,GB,51.3813,1.3862,36.97,83,100,1.99,overcast clouds
657,Tahe,CN,52.3333,124.7333,8.02,76,24,5.41,few clouds
658,Stokmarknes,NO,68.5646,14.9108,32.49,89,100,8.14,light snow
659,Lodja,CD,-3.4833,23.4333,69.6,97,100,1.92,overcast clouds
660,Hoquiam,US,46.9809,-123.8893,44.92,84,0,10.36,clear sky
661,Tucumcari,US,35.1717,-103.725,33.94,51,100,19.57,overcast clouds
662,San Policarpo,PH,12.1791,125.5072,80.22,86,86,13.85,overcast clouds
663,Telfs,AT,47.3,11.0667,30.07,83,4,5.75,clear sky
664,Matagami,CA,49.7502,-77.6328,-23.69,69,0,5.75,clear sky
665,Jibuti,DJ,11.5,42.5,67.42,78,7,8.95,clear sky
666,Vila Velha,BR,-20.3297,-40.2925,75.43,94,40,4.61,scattered clouds
667,Kununurra,AU,-15.7667,128.7333,84.18,74,100,6.91,overcast clouds
668,Pasinler,TR,39.9803,41.6764,20.39,93,97,2.68,overcast clouds
669,Registro,BR,-24.4875,-47.8436,72.09,99,67,1.03,broken clouds
670,Ballangen,NO,68.3428,16.8315,29.39,100,75,11.5,light snow
671,Lasa,IT,46.6166,10.7002,16.54,66,0,6.4,clear sky
672,Yorkton,CA,51.2167,-102.4677,-0.56,78,75,20.71,broken clouds
673,Laguna,US,38.421,-121.4238,55.24,77,0,1.01,clear sky
674,Tiznit,MA,29.5833,-9.5,49.46,91,35,2.64,scattered clouds
675,Qaqortoq,GL,60.7167,-46.0333,27.1,93,100,9.57,light snow
676,Rincon,US,32.296,-81.2354,52.12,81,75,0.0,broken clouds
677,Goundam,ML,16.4145,-3.6708,63.86,14,85,9.86,overcast clouds
678,Kapit,MY,2.0167,112.9333,85.26,67,100,0.74,overcast clouds
679,Am Timan,TD,11.0297,20.2827,71.26,21,95,8.14,overcast clouds
680,Te Anau,NZ,-45.4167,167.7167,61.7,54,53,9.42,broken clouds
681,Corinto,GR,37.9407,22.9573,36.75,73,5,2.77,clear sky
682,Antipovka,RU,49.8299,45.3122,13.82,96,100,3.89,overcast clouds
683,Channel-Port Aux Basques,CA,47.5702,-59.1367,32.4,99,100,22.77,snow
684,Duluth,US,46.7833,-92.1066,-7.02,66,40,8.05,scattered clouds
685,Bundaberg,AU,-24.85,152.35,86.29,68,75,3.0,broken clouds
686,Aljezur,PT,37.3191,-8.8033,50.11,71,36,5.66,scattered clouds
687,Bilma,NE,18.6853,12.9164,53.26,30,12,17.63,few clouds
688,Kokopo,PG,-4.352,152.2633,86.29,64,62,10.38,broken clouds
689,Saint Anthony,US,45.0205,-93.218,-4.4,70,0,1.01,clear sky
690,Padang,ID,-0.9492,100.3543,79.9,80,100,3.0,overcast clouds
691,Dire Dawa,ET,9.5931,41.8661,61.18,63,2,1.39,clear sky
692,Finnsnes,NO,69.2296,17.9811,28.36,94,100,4.18,overcast clouds
693,Bay Roberts,CA,47.5999,-53.2648,29.34,88,100,1.01,overcast clouds
694,Stornoway,GB,58.2093,-6.3865,44.04,86,100,5.01,overcast clouds
