City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
111,San Quintin,MX,30.4833,-115.95,56.59,80,15,4.29,few clouds
112,Riyadh,SA,24.6877,46.7219,53.74,42,0,9.73,clear sky
113,Oshawa,CA,43.9001,-78.8496,12.31,78,75,0.0,broken clouds
114,Shar,KZ,49.5886,81.0453,-3.01,92,87,12.55,overcast clouds
115,Butaritari,KI,3.0707,172.7902,81.99,79,36,16.71,light rain
116,Mendi,PG,-6.1761,143.6513,73.11,55,100,5.39,overcast clouds
117,Baie-Comeau,CA,49.2168,-68.1489,10.4,85,100,8.05,overcast clouds
118,Kodiak,US,57.79,-152.4072,26.11,68,0,5.75,clear sky
119,Grand Gaube,MU,-20.0064,57.6608,78.39,65,1,1.99,clear sky
120,Port Alfred,ZA,-33.5906,26.891,71.76,87,100,11.1,light rain
121,Sioux Lookout,CA,50.1001,-91.917,-16.22,83,0,3.44,clear sky
122,Henties Bay,NA,-22.116,14.2845,66.85,89,35,10.33,scattered clouds
123,Pundaguitan,PH,6.3711,126.1689,81.61,75,91,7.18,overcast clouds
124,Jining,CN,35.405,116.5814,41.7,47,76,7.72,broken clouds
125,Ukiah,US,39.1502,-123.2078,52.38,74,0,0.0,clear sky
126,Clyde River,CA,70.4692,-68.5914,-7.37,77,100,17.27,light snow
127,Corumba,BR,-19.0092,-57.6533,77.47,73,96,2.39,overcast clouds
128,Alofi,NU,-19.0595,-169.9187,81.93,75,13,12.88,light rain
129,Kikwit,CD,-5.041,18.8162,70.21,97,100,2.33,overcast clouds
130,Seddon,AU,-37.8068,144.8916,99.3,43,0,5.99,clear sky
131,Nehe,CN,48.4833,124.8333,5.27,93,97,2.82,overcast clouds
132,Chokurdakh,RU,70.6333,147.9167,-32.67,100,100,7.07,overcast clouds
133,Kabinda,CD,-6.1333,24.4833,66.22,95,100,1.01,overcast clouds
134,Hasaki,JP,35.7333,140.8333,43.29,84,100,19.13,overcast clouds
135,Stupino,RU,54.9008,38.0708,15.55,96,100,3.89,snow
136,Dzhebariki-Khaya,RU,62.2167,135.8,-23.67,96,100,2.66,overcast clouds
137,Hobyo,SO,5.3505,48.5268,74.95,64,13,17.13,few clouds
138,Christchurch,NZ,-43.5333,172.6333,71.47,69,40,4.0,scattered clouds
139,Puerto Ayora,EC,-0.7393,-90.3518,73.56,89,52,5.82,broken clouds
140,Bambous Virieux,MU,-20.3428,57.7575,78.22,69,75,10.36,broken clouds
141,Camopi,GF,3.1655,-52.3158,70.99,99,78,1.16,broken clouds
142,Cravo Norte,CO,6.3017,-70.2041,87.96,38,99,4.81,overcast clouds
143,Geraldton,AU,-28.7667,114.6,90.01,27,0,12.66,clear sky
144,Mlonggo,ID,-6.5333,110.7,80.49,81,100,14.29,moderate rain
145,Aklavik,CA,68.2191,-135.0107,16.63,88,94,21.18,overcast clouds
146,Mantua,IT,45.1667,10.7833,40.44,91,0,3.0,clear sky
147,Tuktoyaktuk,CA,69.4541,-133.0374,8.74,91,100,29.35,overcast clouds
148,Kunya,NG,12.2233,8.5325,55.38,24,3,9.66,clear sky
149,Aguada De Pasajeros,CU,22.385,-80.8508,67.33,90,0,3.4,light rain
150,Kushiro,JP,42.975,144.3747,27.55,74,75,2.3,light snow
151,Dikson,RU,73.5069,80.5464,10.74,90,100,30.87,light snow
152,Tianmen,CN,30.6516,113.1603,38.95,94,100,10.02,light rain
153,Vardo,NO,70.3705,31.1107,29.12,75,25,24.25,scattered clouds
154,Guerrero Negro,MX,27.9769,-114.0611,60.67,68,100,8.63,overcast clouds
155,Porto Torres,IT,40.835,8.3972,33.98,81,1,3.85,clear sky
156,Labytnangi,RU,66.6572,66.4183,1.62,99,100,3.89,overcast clouds
157,Puerto Escondido,MX,15.85,-97.0667,81.43,69,0,0.0,clear sky
158,Elat,IL,29.5581,34.9482,48.56,51,0,4.21,clear sky
159,Abu Dhabi,AE,24.4667,54.3667,66.96,90,20,1.14,few clouds
160,Wanaka,NZ,-44.7,169.15,78.12,30,24,8.01,few clouds
161,Klaksvik,FO,62.2266,-6.589,41.92,75,84,45.41,broken clouds
162,Bayji,IQ,34.9311,43.487,46.17,57,29,5.08,scattered clouds
163,Beauvais,FR,49.4167,2.0,34.95,98,100,1.01,mist
164,Nivala,FI,63.9167,24.9667,17.69,95,74,7.49,broken clouds
165,Cockburn Town,TC,21.4612,-71.1419,76.96,73,0,8.99,clear sky
166,Shizunai,JP,42.3339,142.3669,32.13,64,100,3.71,overcast clouds
167,Manaus,BR,-3.1019,-60.025,77.49,100,75,2.3,thunderstorm
168,Fernley,US,39.608,-119.2518,40.06,45,0,1.99,clear sky
169,Vostok,RU,46.4856,135.8833,11.8,85,100,3.44,overcast clouds
170,Abaete,BR,-19.16,-45.4458,69.1,83,6,2.46,clear sky
171,Jalu,LY,29.0331,21.5482,41.45,77,4,19.33,clear sky
172,Ucluelet,CA,48.9329,-125.5528,39.09,90,100,2.98,overcast clouds
173,Sassandra,CI,4.95,-6.0833,72.3,90,8,3.98,clear sky
174,Grindavik,IS,63.8424,-22.4338,32.47,86,75,8.05,broken clouds
175,Torbay,CA,47.6666,-52.7314,27.57,89,75,8.05,broken clouds
176,Samarai,PG,-10.6167,150.6667,85.26,70,100,2.91,overcast clouds
177,Khatanga,RU,71.9667,102.5,-4.22,86,44,12.12,scattered clouds
178,Mastic Beach,US,40.7668,-72.8521,32.99,56,0,1.01,clear sky
179,Broome,US,42.2506,-75.833,18.37,57,100,10.36,overcast clouds
180,Biloela,AU,-24.4167,150.5,88.97,42,99,8.37,overcast clouds
181,Meyrin,CH,46.2342,6.0803,39.61,94,75,3.44,fog
182,Pevek,RU,69.7008,170.3133,-34.78,100,75,3.56,broken clouds
183,Luderitz,NA,-26.6481,15.1594,72.59,63,6,20.13,clear sky
184,Butte,US,39.6499,-121.5677,60.82,19,0,4.61,clear sky
185,Shenjiamen,CN,29.9576,122.298,48.45,86,100,11.39,light rain
186,Khudumelapye,BW,-23.8833,24.75,70.02,54,100,7.72,overcast clouds
187,Leningradskiy,RU,69.3833,178.4167,-28.37,87,27,3.58,scattered clouds
188,Karratha,AU,-20.7377,116.8463,88.61,58,1,12.03,clear sky
189,Yumen,CN,40.2833,97.2,21.54,42,93,8.95,overcast clouds
190,Lorengau,PG,-2.0226,147.2712,85.12,70,100,7.11,overcast clouds
191,Do Gonbadan,IR,30.3586,50.7981,41.09,93,0,0.0,clear sky
192,Poso,ID,-1.3959,120.7524,87.93,59,92,4.03,overcast clouds
193,Nouadhibou,MR,20.931,-17.0347,64.9,81,91,19.33,overcast clouds
194,Ancud,CL,-41.8697,-73.8203,57.22,86,3,2.13,clear sky
195,Port-Gentil,GA,-0.7193,8.7815,80.06,79,75,8.72,broken clouds
196,Ovre Ardal,NO,61.3167,7.8,34.11,98,99,8.61,snow
197,Maldonado,UY,-34.6667,-54.9167,76.39,93,100,6.67,overcast clouds
198,Ayan,RU,56.45,138.1667,5.05,62,29,13.38,scattered clouds
199,Bandundu,CD,-3.3167,17.3667,72.63,91,100,3.27,overcast clouds
200,Namatanai,PG,-3.6667,152.4333,85.87,66,78,6.6,broken clouds
201,Santa Cruz,BO,-17.8,-63.1667,80.06,78,40,9.22,scattered clouds
202,Kristiansund,NO,63.1115,7.732,42.85,87,100,27.63,drizzle
203,Kruisfontein,ZA,-34.0033,24.7314,66.88,93,100,8.3,overcast clouds
204,Cururupu,BR,-1.8283,-44.8683,76.01,88,80,3.31,broken clouds
205,Vila Franca Do Campo,PT,37.7167,-25.4333,58.19,81,97,8.12,overcast clouds
206,Kamenka,RU,51.3223,42.7678,3.45,99,94,5.28,overcast clouds
207,Ippy,CF,6.2679,21.2247,72.61,24,86,5.75,overcast clouds
208,Srednekolymsk,RU,67.45,153.6833,-34.82,100,97,5.12,overcast clouds
209,Pali,IN,25.7667,73.3333,54.5,46,0,3.38,clear sky
210,Lapeer,US,43.0514,-83.3188,17.28,67,100,4.61,overcast clouds
211,Novoagansk,RU,61.9449,76.6625,-8.63,100,90,5.79,overcast clouds
212,Black River,JM,18.0264,-77.8487,77.0,85,34,3.53,scattered clouds
213,Lompoc,US,34.6391,-120.4579,56.79,83,100,3.44,overcast clouds
214,Visnes,NO,59.3556,5.2242,46.29,93,75,20.71,broken clouds
215,Sonoita,MX,31.85,-112.8333,60.53,31,2,3.02,clear sky
216,Touros,BR,-5.1989,-35.4608,79.7,77,100,13.06,overcast clouds
217,Vanimo,PG,-2.6741,141.3028,85.5,68,61,5.7,broken clouds
218,Meadow Lake,US,34.8014,-106.5436,45.54,40,69,12.46,broken clouds
219,Ishigaki,JP,24.3448,124.1572,73.53,73,75,11.5,broken clouds
220,Sawtell,AU,-30.3833,153.1,73.42,90,100,5.14,overcast clouds
221,Matara,LK,5.9485,80.5353,76.95,73,80,4.23,broken clouds
222,Miles City,US,46.4083,-105.8406,24.51,86,0,16.11,clear sky
223,Kavaratti,IN,10.5669,72.642,77.54,52,100,5.95,overcast clouds
224,Sal Rei,CV,16.1833,-22.9167,72.16,78,3,19.53,clear sky
225,Sao Joao Dos Patos,BR,-6.495,-43.7022,71.6,76,93,1.45,light rain
226,Tuatapere,NZ,-46.1333,167.6833,56.82,88,92,12.66,overcast clouds
227,Port Lincoln,AU,-34.7333,135.8667,74.89,77,85,10.8,overcast clouds
228,Barra Do Garcas,BR,-15.89,-52.2567,73.71,88,98,2.55,overcast clouds
229,Codrington,AU,-38.2667,141.9667,92.93,29,82,5.91,broken clouds
230,Nizwa,OM,22.9333,57.5333,59.76,63,0,1.88,clear sky
231,Marawi,PH,7.9986,124.2928,73.65,63,100,1.9,overcast clouds
232,Inhambane,MZ,-23.865,35.3833,80.58,94,75,12.66,broken clouds
233,Jodhpur,IN,26.2867,73.03,54.01,44,0,4.36,clear sky
234,Wajir,KE,1.7471,40.0573,72.07,78,0,13.31,clear sky
235,Zhigalovo,RU,54.8097,105.1578,-10.3,98,98,0.74,overcast clouds
236,Coripata,BO,-16.3,-67.6,70.61,97,96,1.48,overcast clouds
237,Polunochnoye,RU,60.8697,60.4153,3.63,92,61,4.36,broken clouds
238,Farah,AF,32.5,62.5,37.74,47,0,5.26,clear sky
239,Kiunga,PG,-6.1219,141.2906,93.24,48,77,4.34,broken clouds
240,Maltahohe,NA,-24.8333,16.9833,73.89,33,1,9.8,clear sky
241,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,74.93,95,100,4.0,light rain
242,Itamarandiba,BR,-17.8572,-42.8589,61.29,97,22,2.46,few clouds
243,Najran,SA,17.4924,44.1277,50.65,39,60,1.34,broken clouds
244,Crotone,IT,39.0851,17.1178,33.93,48,1,5.3,clear sky
245,Cidreira,BR,-30.1811,-50.2056,77.29,88,91,18.97,overcast clouds
246,Parana,AR,-31.732,-60.5238,77.56,96,100,6.02,overcast clouds
247,Doha,QA,25.2867,51.5333,58.98,85,0,2.3,clear sky
248,Korla,CN,41.7597,86.1469,24.44,61,0,4.99,clear sky
249,Fortuna,US,40.5982,-124.1573,44.92,93,5,2.48,clear sky
250,Batticaloa,LK,7.7102,81.6924,77.09,71,77,3.09,broken clouds
251,Baracoa,CU,20.3467,-74.4958,71.51,75,0,3.06,clear sky
252,Chiesanuova,SM,43.9045,12.4214,35.49,96,100,2.3,mist
253,Arlit,NE,18.7369,7.3853,55.67,22,58,6.53,broken clouds
254,Charlestown,AU,-32.95,151.6667,79.56,64,94,1.01,overcast clouds
255,Yen Bai,VN,21.7,104.8667,70.99,84,95,4.14,overcast clouds
256,Asfi,MA,32.2994,-9.2372,56.79,79,63,6.69,broken clouds
257,Loubomo,CG,-4.1997,12.6739,70.23,97,100,2.57,overcast clouds
258,Mercedes,AR,-34.6515,-59.4307,76.89,96,32,5.99,scattered clouds
259,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,65.86,76,83,4.23,broken clouds
260,Misratah,LY,32.3754,15.0925,51.85,54,100,10.25,overcast clouds
261,Pizhma,RU,57.8642,47.1171,10.0,94,100,5.35,snow
262,Dingle,PH,10.9995,122.6711,82.56,78,99,13.85,overcast clouds
263,Swan Hill,AU,-35.3378,143.5544,89.02,38,68,8.63,broken clouds
264,Methoni,GR,36.8197,21.7049,36.21,44,1,7.23,clear sky
265,Anori,BR,-3.7728,-61.6442,73.81,99,100,1.97,overcast clouds
266,Ambanja,MG,-13.6833,48.45,75.13,85,100,1.54,overcast clouds
267,Ponta Delgada,PT,37.7333,-25.6667,58.5,94,75,11.5,broken clouds
268,Alpena,US,45.0617,-83.4327,8.92,91,100,1.01,overcast clouds
269,Tilichiki,RU,60.4667,166.1,-5.66,97,100,10.98,light snow
270,Araouane,ML,18.9048,-3.5265,64.71,18,100,10.83,overcast clouds
271,Naryan-Mar,RU,67.6713,53.087,15.31,95,90,11.77,overcast clouds
272,Oxford,GB,51.7522,-1.256,38.77,93,100,1.14,overcast clouds
273,Noumea,NC,-22.2763,166.4572,84.99,99,83,11.54,broken clouds
274,Road Town,VG,18.4167,-64.6167,75.99,67,11,15.17,few clouds
275,Husavik,IS,66.0449,-17.3389,30.11,89,97,15.03,light snow
276,Yaring,TH,6.8662,101.3689,84.24,71,80,10.71,broken clouds
277,Souillac,MU,-20.5167,57.5167,78.37,69,75,10.36,broken clouds
278,Leshukonskoye,RU,64.8989,45.7622,5.29,99,31,4.59,scattered clouds
279,Waipawa,NZ,-41.4122,175.5153,70.43,52,63,7.99,broken clouds
280,Hami,CN,42.8,93.45,23.65,45,7,4.5,clear sky
281,Cabo San Lucas,MX,22.8909,-109.9124,68.5,54,40,4.0,scattered clouds
282,Turan,VN,16.0678,108.2208,84.18,61,20,2.3,few clouds
283,Hofn,IS,64.2539,-15.2082,31.77,57,42,17.74,scattered clouds
284,Karachi,PK,24.9056,67.0822,51.62,82,0,4.61,smoke
285,Walvis Bay,NA,-22.9575,14.5053,67.08,88,8,12.66,clear sky
286,Hithadhoo,MV,-0.6,73.0833,81.52,66,99,18.68,overcast clouds
287,Miracema Do Tocantins,BR,-9.5618,-48.3967,73.38,94,100,6.02,overcast clouds
288,Nantucket,US,41.2835,-70.0995,35.71,71,83,19.17,broken clouds
289,Mount Isa,AU,-20.7333,139.5,91.17,49,100,9.22,overcast clouds
290,Celestun,MX,20.8667,-90.4,73.62,92,2,7.47,clear sky
291,Mazagao,BR,-0.115,-51.2894,77.05,97,82,3.18,broken clouds
292,Pimentel,PE,-6.8367,-79.9342,71.04,81,20,10.89,few clouds
293,Urusha,RU,54.05,122.9,3.27,71,25,2.93,scattered clouds
294,Mount Gambier,AU,-37.8333,140.7667,88.21,37,100,2.26,light rain
295,Acapulco,MX,16.8634,-99.8901,78.62,83,20,3.44,few clouds
296,Moron,AR,-34.6534,-58.6198,79.02,95,87,4.63,overcast clouds
297,Chuy,UY,-33.6971,-53.4616,74.68,95,100,3.83,light rain
298,Rajgurunagar,IN,18.8667,73.9,59.56,42,6,4.85,clear sky
299,Sitka,US,57.0531,-135.33,39.09,87,100,4.61,overcast clouds
300,Ribeira Grande,PT,38.5167,-28.7,59.92,79,100,7.29,overcast clouds
301,Katsuura,JP,35.1333,140.3,45.1,89,100,14.27,overcast clouds
302,Prince Albert,CA,53.2001,-105.7677,17.55,79,100,16.11,overcast clouds
303,Neyshabur,IR,36.2133,58.7958,35.96,26,14,2.35,few clouds
304,Abeche,TD,13.8292,20.8324,64.6,22,93,8.19,overcast clouds
305,Jasper,US,37.2001,-94.3502,24.28,44,0,1.99,clear sky
306,Talnakh,RU,69.4865,88.3972,1.2,94,94,13.56,overcast clouds
307,Toamasina,MG,-18.1667,49.3833,71.6,94,75,10.36,light rain
308,San Patricio,US,28.017,-97.5169,57.09,82,0,10.38,clear sky
309,Thompson,CA,55.7435,-97.8558,-5.64,71,100,12.66,overcast clouds
310,San Cristobal,VE,7.7669,-72.225,73.58,84,100,2.24,overcast clouds
311,Kongolo,CD,-5.3833,27.0,67.82,97,100,0.87,overcast clouds
312,Roblin,CA,51.23,-101.3565,-2.33,78,100,14.47,overcast clouds
313,Limbang,MY,4.75,115.0,84.31,81,92,2.17,overcast clouds
314,Pangai,TO,-19.8,-174.35,82.29,73,25,13.8,scattered clouds
315,Vallenar,CL,-28.5708,-70.7581,68.85,63,0,3.13,clear sky
316,Nadym,RU,65.5333,72.5167,9.27,94,100,21.77,light snow
317,Severo-Kurilsk,RU,50.6789,156.125,26.6,61,36,6.85,scattered clouds
318,Pandua,IN,23.0833,88.2833,70.95,70,82,4.43,broken clouds
319,Coquimbo,CL,-29.9533,-71.3436,60.53,82,0,1.14,clear sky
320,Jiexiu,CN,37.0244,111.9125,33.76,40,100,2.86,overcast clouds
321,Charcas,MX,23.1333,-101.1167,58.73,34,7,5.1,clear sky
322,Puerto Del Rosario,ES,28.5004,-13.8627,58.75,77,4,9.22,clear sky
323,Cradock,ZA,-32.1642,25.6192,65.03,88,3,1.03,clear sky
324,Vao,NC,-22.6667,167.4833,77.65,72,88,10.6,overcast clouds
325,Pitimbu,BR,-7.4706,-34.8086,79.39,73,94,11.43,overcast clouds
326,Cacoal,BR,-11.4386,-61.4472,73.8,94,100,2.71,overcast clouds
327,Gillette,US,44.2911,-105.5022,22.12,86,0,5.01,clear sky
328,Horsham,GB,51.064,-0.3272,38.44,87,75,2.3,broken clouds
329,Anloga,GH,5.7947,0.8973,79.07,67,12,2.42,few clouds
330,Port Hardy,CA,50.6996,-127.4199,40.75,100,75,4.61,broken clouds
331,Saint-Germain-De-Grantham,CA,45.8334,-72.5658,7.68,84,100,1.01,overcast clouds
332,Nelson Bay,AU,-32.7167,152.15,79.29,63,86,11.23,overcast clouds
333,Illapel,CL,-31.6308,-71.1653,66.06,72,0,2.91,clear sky
334,Kamaishi,JP,39.2667,141.8833,34.75,57,99,2.51,overcast clouds
335,Dudinka,RU,69.4058,86.1778,1.62,93,100,24.92,overcast clouds
336,Agadez,NE,19.75,10.25,50.05,35,15,10.38,few clouds
337,Wanning,CN,18.8003,110.3967,76.37,77,96,7.09,overcast clouds
338,Gorontalo,ID,0.5412,123.0595,87.08,67,76,4.72,broken clouds
339,Port Macquarie,AU,-31.4333,152.9167,73.89,70,99,7.18,overcast clouds
340,Homer,US,59.6425,-151.5483,26.47,84,37,3.04,scattered clouds
341,Port Blair,IN,11.6667,92.75,84.24,61,20,11.5,few clouds
342,Ahuimanu,US,21.4447,-157.8378,78.51,70,20,1.99,few clouds
343,Jiaozuo,CN,35.2397,113.2331,38.46,71,100,4.59,overcast clouds
344,Port Hawkesbury,CA,45.6169,-61.3485,38.79,99,100,3.44,moderate rain
345,Puerto Salgar,CO,5.463,-74.6544,73.54,96,100,0.36,overcast clouds
346,Awjilah,LY,29.1081,21.2869,41.72,74,3,18.86,clear sky
347,La Ronge,CA,55.1001,-105.2842,14.25,92,100,9.22,snow
